rule_id,file,change_type,rule_content,commit_message,co-changed_files,tier_1
E56_52,.kiro/steering/structure.md,added,"- PROPERTY-BASED: Use Hypothesis for complex validation (e.g., markdown parsing)
- PYTEST ONLY: All tests must use pytest framework consistently",README update,"modified .kiro/steering/product.md 11 2
modified .kiro/steering/structure.md 5 2
modified .kiro/steering/tech.md 44 4
modified README.md 185 46",UnClear
E50_25,.cursor/rules/angular-developer.mdc,deleted,"**Async Pipe:** Use the `async` pipe to handle observables in templates. This automatically subscribes and unsubscribes, preventing memory leaks.","Enhance Angular Developer Guidelines with Modern Best Practices
- Updated the Angular Developer rules to reflect current best practices, emphasizing maintainability, performance, and accessibility.
- Introduced critical sections on deprecated patterns to avoid, including old decorators and structural directives.
- Expanded guidelines on TypeScript best practices, Angular architecture, and state management with signals.
- Improved clarity and structure of task generation rules for creating actionable task lists from PRDs.
This update aims to ensure adherence to modern Angular standards and improve developer efficiency.","modified .cursor/rules/angular-developer.mdc 444 134
modified .cursor/rules/generate-task-list.mdc 130 37",Clear
E17_23,.cursorrules,modified,"-   - Implement the minimal code required to make the code compile.
+   - Implement the minimal code required to make the code compile BUT NOTHING MORE.",I still cannot convince cursor to not write the implementation at once,modified .cursorrules 1 1,Clear
E22_11,.kiro/steering/structure.md,modified,"- - `test/screens/` - Screen widget tests
+ - `test/screens/` - Screen widget tests and route tests (co-located with screen modules)","feat: implement modular typed route classes for navigation
- Create typed route classes co-located with screen modules for maximum modularity
- Add HomeRoute, LoginRoute, LoadingRoute, and UserDetailsRoute extending AppRoute
- Move route classes from centralized routing/ to respective screen folders
- Update GoRouter redirect logic to use typed routes instead of hardcoded URLs
- Simplify route tests to only test specific implementation (path property)
- Remove centralized routes.dart export file to maintain modularity
- Update steering documentation to reflect new modular structure
All route classes provide type-safe navigation with push(), go(), and replace() methods.
Each screen module is now completely self-contained with its route class.","modified .kiro/specs/modular-navigation-architecture/design.md 4 1
modified .kiro/specs/modular-navigation-architecture/requirements.md 3 2
modified .kiro/specs/modular-navigation-architecture/tasks.md 5 5
modified .kiro/steering/structure.md 15 2
added lib/src/routing/routes.dart 10 0
modified lib/src/screens/app/gh3_app.dart 15 6
added lib/src/screens/home_screen/home_route.dart 7 0
added lib/src/screens/loading_screen/loading_route.dart 7 0
added lib/src/screens/login_screen/login_route.dart 7 0
added lib/src/screens/user_details/user_details_route.dart 11 0
added test/screens/home_screen/home_route_test.dart 11 0
added test/screens/loading_screen/loading_route_test.dart 11 0
added test/screens/login_screen/login_route_test.dart 11 0
added test/screens/user_details/user_details_route_test.dart 31 0",Clear
E22_19,.kiro/steering/structure.md,added,- `*_route_provider.dart` - Route provider classes (registered with DI),"refactor: refine GitHub Client Authentication specification focus
- Remove UI and feature requirements (moved to separate specs)
- Remove clean architecture requirements (moved to steering docs)
- Focus requirements on core authentication: OAuth device flow, token persistence, logout, error handling
- Update design to emphasize authentication module interface over app architecture
- Refine implementation tasks to authentication-only scope
- Move hybrid dependency injection patterns to steering documentation
- Update tech.md and structure.md with detailed architectural patterns
🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>","modified .kiro/specs/github-client-authentication/design.md 57 85
modified .kiro/specs/github-client-authentication/requirements.md 1 46
modified .kiro/specs/github-client-authentication/tasks.md 38 130
modified .kiro/steering/structure.md 17 7
modified .kiro/steering/tech.md 5 3",Clear
E1_05,.cursor/rules/cursor_project_rules.mdc,added,3. Delete the previous .mdc version of the file,feat: refine primary project rules,"modified .cursor/rules/cursor_project_rules.mdc 9 6
modified .cursor/rules/project_instruction_generator.mdc 46 10",Clear
E17_15,.cursorrules,added,5. Follow Go best practices:,Improved rules,"modified .cursorrules 19 0
modified main.go 2 2
modified main_test.go 1 1",UnClear
E56_82,.kiro/steering/tech.md,added,- MANDATORY: Write proper unit tests for every functionality change,docs,modified .kiro/steering/tech.md 70 63,UnClear
E47_27,.cursorrules,added,USE standard macOS UI patterns and components,Enhance .cursorrules with comprehensive development standards - Add Swift 6 and SwiftUI latest syntax requirements - Include code quality and reusability standards - Add Apple guidelines compliance rules - Include comment standards and development process rules,modified .cursorrules 42 0,Clear
E56_37,.kiro/steering/structure.md,modified,"-# Legacy imports (deprecated, use new architecture)
-from .processors.youtube_processor import YouTubeProcessor # Use VideoProcessor instead
-from .notion_db.operations import find_database_by_name # Use NotionStorage instead
+# All legacy components have been removed - use new architecture only",removing legacy/dead code,"modified .gitignore 3 2
modified .kiro/steering/structure.md 1 3
modified README.md 11 7
deleted fix_tests.py 0 80
modified src/youtube_notion/main.py 33 107
deleted src/youtube_notion/notion_db/__init__.py 0 1
deleted src/youtube_notion/notion_db/operations.py 0 107
modified src/youtube_notion/processors/__init__.py 1 15
deleted src/youtube_notion/processors/exceptions.py 0 156
deleted src/youtube_notion/processors/youtube_processor.py 0 735
deleted test_summary.py 0 73
deleted tests/TEST_SUITE_SUMMARY.md 0 187
modified tests/unit/test_chat_logging.py 34 31
deleted tests/unit/test_error_handling.py 0 212
deleted tests/unit/test_main.py 0 97
deleted tests/unit/test_notion_operations.py 0 185
deleted tests/unit/test_retry_error_handling.py 0 606",Clear
E20_26,.cursorrules,added,"Authentication Flow:
- Registration: Validate, Create User, Hash Password, Assign Role
- Login: Validate Creds, Generate JWTs, Store Tokens, Redirect
- Protected Request: Header -> Validate JWT -> Extract User -> Process
- Logout: Clear Tokens, Optional Blacklist",No commit message provided,"modified .cursorrules 298 122
modified app/package-lock.json 54 0
modified app/package.json 1 0
modified app/src/App.js 34 80
added app/src/components/auth/AuthForms.css 163 0
added app/src/components/auth/LoginForm.jsx 134 0
added app/src/components/auth/ProtectedRoute.jsx 31 0
added app/src/components/auth/RegisterForm.jsx 242 0
added app/src/components/layout/Header.css 79 0
added app/src/components/layout/Header.jsx 37 0
added app/src/context/AuthContext.jsx 98 0
added app/src/pages/HomePage.jsx 38 0
added app/src/pages/LoginSuccessPage.css 279 0
added app/src/pages/LoginSuccessPage.jsx 139 0
added app/src/pages/TodoPage.jsx 25 0
added app/src/services/authService.js 89 0
modified backend/build.gradle 5 0
added backend/src/main/java/com/example/todoapp/config/DataInitializer.java 120 0
added backend/src/main/java/com/example/todoapp/config/JwtConfig.java 16 0
added backend/src/main/java/com/example/todoapp/config/SecurityConfig.java 73 0
added backend/src/main/java/com/example/todoapp/controller/AuthController.java 46 0
added backend/src/main/java/com/example/todoapp/dto/auth/AuthResponseDto.java 17 0
added backend/src/main/java/com/example/todoapp/dto/auth/LoginRequestDto.java 18 0
added backend/src/main/java/com/example/todoapp/dto/auth/RegisterRequestDto.java 32 0
added backend/src/main/java/com/example/todoapp/dto/auth/UserProfileDto.java 25 0
added backend/src/main/java/com/example/todoapp/dto/common/ApiResponseDto.java 28 0
added backend/src/main/java/com/example/todoapp/dto/common/ErrorResponseDto.java 21 0
added backend/src/main/java/com/example/todoapp/entity/Role.java 24 0
modified backend/src/main/java/com/example/todoapp/entity/Todo.java 6 0
added backend/src/main/java/com/example/todoapp/entity/User.java 69 0
added backend/src/main/java/com/example/todoapp/repository/RoleRepository.java 13 0
added backend/src/main/java/com/example/todoapp/repository/UserRepository.java 21 0
added backend/src/main/java/com/example/todoapp/security/CustomUserDetailsService.java 24 0
added backend/src/main/java/com/example/todoapp/security/JwtAuthenticationEntryPoint.java 46 0
added backend/src/main/java/com/example/todoapp/security/JwtAuthenticationFilter.java 61 0
added backend/src/main/java/com/example/todoapp/security/UserPrincipal.java 63 0
added backend/src/main/java/com/example/todoapp/service/AuthService.java 17 0
added backend/src/main/java/com/example/todoapp/service/JwtService.java 17 0
added backend/src/main/java/com/example/todoapp/service/impl/AuthServiceImpl.java 131 0
added backend/src/main/java/com/example/todoapp/service/impl/JwtServiceImpl.java 88 0
modified backend/src/main/resources/application.properties 10 7",UnClear
E21_22,.cursor/rules/project-structure.mdc,added,`organisms/`: Complexe secties (ScanResults),project-structure,modified .cursor/rules/project-structure.mdc 29 0,Unclear
E44_21,.cursorrules,added,- Fixed MockSolrClient to handle nicknames and case sensitivity properly,Tests and improvements,"modified .cursorrules 38 0
modified docker-compose.yml 0 2
modified docker/php/Dockerfile 5 0
modified phpunit.xml 16 16
modified src/App/Application.php 1 1
modified src/App/Console/Commands/IngestNamesCommand.php 8 3
modified src/App/Console/Kernel.php 2 2
modified src/App/Controller/SuggesterController.php 14 16
modified src/App/Exceptions/Handler.php 1 1
modified src/App/Http/Kernel.php 1 1
modified src/App/Providers/AppServiceProvider.php 1 1
modified src/App/Providers/DatabaseServiceProvider.php 2 2
modified src/App/Providers/RouteServiceProvider.php 1 1
renamed src/App/Service/SuggesterService.php src/App/Services/SuggesterService.php 25 12
modified storage/logs/laravel.log 0 1467
added tests/Console/Commands/IngestNamesCommandTest.php 81 0
modified tests/Controller/SuggesterControllerTest.php 103 55
added tests/Exceptions/HandlerTest.php 98 0
modified tests/Mock/MockSolrClient.php 47 19
added tests/Providers/ServiceProvidersTest.php 167 0
modified tests/Service/SuggesterServiceIntegrationTest.php 17 116
modified tests/Service/SuggesterServiceTest.php 57 42
modified tests/Service/SuggesterServiceUnitTest.php 38 53",Clear
E56_127,.kiro/steering/tech.md,added,- MOCK USAGE: Use comprehensive mock implementations from tests/fixtures/mock_implementations.py,steering,"modified .kiro/steering/product.md 27 2
modified .kiro/steering/structure.md 31 6
modified .kiro/steering/tech.md 20 7",UnClear
E2_27,.cursorrules,deleted,Log errors appropriately using the established logging patterns,"fix: resolve critical linting issues
- Fixed unused variables in multiple files
- Removed unused imports in service files
- Fixed ESLint configuration for scripts directory
- Reduced linting errors from 76 to 46
- Improved code quality and TypeScript compliance","modified .cursorrules 133 99
added .husky/pre-commit 18 0
added CHANGELOG.md 250 0
modified README.md 537 114
added __tests__/runners/axe-test-runner.test.ts 562 0
added __tests__/services/brand-compliance-service.test.ts 372 0
added __tests__/services/configuration-service.test.ts 371 0
added __tests__/services/error-handler-service.test.ts 388 0
added __tests__/services/file-operations-service.test.ts 575 0
added __tests__/services/security-validation-service.test.ts 479 0
deleted cli.js 0 642
added cli.ts 88 0
deleted config.example.js 0 139
modified eslint.config.js 60 0
added jest.config.js 84 0
added jest.setup.ts 115 0
modified package-lock.json 8077 2477
modified package.json 42 18
modified playwright.config.ts 1 9
modified playwright/tests/axe-core-analysis.spec.ts 3 2
modified playwright/tests/comprehensive-reporting.spec.ts 51 10
modified playwright/tests/pa11y-analysis.spec.ts 2 1
modified playwright/tests/pre-crawl.spec.ts 21 48
modified playwright/tests/utils/accessibility-helpers.ts 76 21
modified playwright/tests/utils/accessibility-test-orchestrator.ts 484 436
modified playwright/tests/utils/analyzers/page-analyzer.ts 238 235
modified playwright/tests/utils/global-teardown.ts 64 61
modified playwright/tests/utils/page-list-cache.ts 96 4
modified playwright/tests/utils/pdf-generators/pdf-orchestrator.ts 335 258
modified playwright/tests/utils/pdf-generators/pdf-template-generator.ts 992 151
modified playwright/tests/utils/processors/violation-processor.ts 709 390
modified playwright/tests/utils/runners/axe-test-runner.ts 341 144
added playwright/tests/utils/runners/pa11y-reporters.ts 467 0
modified playwright/tests/utils/runners/pa11y-test-runner.ts 174 86
added playwright/tests/utils/runners/tenon-test-runner.ts 469 0
added playwright/tests/utils/runners/wave-test-runner.ts 367 0
added playwright/tests/utils/services/brand-compliance-service.ts 243 0
modified playwright/tests/utils/services/configuration-service.ts 312 110
modified playwright/tests/utils/services/error-handler-service.ts 228 164
modified playwright/tests/utils/services/file-operations-service.ts 539 214
added playwright/tests/utils/services/security-validation-service.ts 407 0
modified playwright/tests/utils/site-crawler.ts 61 77
modified playwright/tests/utils/site-wide-pdf-generator.ts 53 47
modified playwright/tests/utils/test-setup-util.ts 224 222
modified playwright/tests/visual-analysis.spec.ts 203 1
added scripts/README.md 262 0
added scripts/changelog-add.js 124 0
added scripts/pre-commit-hook.js 183 0
added scripts/prepare-release.js 209 0
added scripts/validate-versions.js 271 0
added scripts/version-bump.js 333 0
added src/cli/accessibility-test-cli.ts 425 0
added src/core/types/common.ts 317 0
added src/core/utils/browser-manager.ts 244 0
added src/core/utils/performance-monitor.ts 681 0
added src/services/analysis/accessibility-tool.ts 72 0
added src/services/analysis/tool-orchestrator.ts 255 0
added src/services/api/accessibility-testing-api.ts 486 0
added src/services/api/analysis-service.ts 449 0
added src/services/api/crawling-service.ts 422 0
added src/services/api/reporting-service.ts 399 0
added src/services/orchestration/analysis-cache.ts 343 0
added src/services/orchestration/analysis-worker.ts 303 0
added src/services/orchestration/parallel-analyzer.ts 272 0
added src/services/orchestration/smart-batcher.ts 444 0
added src/services/orchestration/task-queue.ts 312 0
added src/services/orchestration/workflow-orchestrator.ts 519 0
modified tsconfig.json 12 3",UnClear
